code,label,slug,restaurant_name,objectID
TYC_1036,Creative,creative,Dal Corsaro,71074
TYC_1085,Modern Cuisine,modern-cuisine,La Casa degli Spiriti,71073
TYC_814,Italian Contemporary,italian-contemporary,La Casa degli Spiriti,71073
TYC_814,Italian Contemporary,italian-contemporary,La Veranda,71072
TYC_1101,Regional Cuisine,regional-cuisine,Tavernetta al Castello,71071
TYC_1122,Traditional Cuisine,traditional-cuisine,Tavernetta al Castello,71071
TYC_1085,Modern Cuisine,modern-cuisine,Blend 4,71070
TYC_1036,Creative,creative,Wood,71069
TYC_6,Contemporary,contemporary,Wood,71069
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Sunset Bistrot,71068
TYC_1095,Piedmontese,piedmontese,Enoclub,71067
TYC_814,Italian Contemporary,italian-contemporary,Enoclub,71067
TYC_1072,Ligurian,ligurian,Nove,71066
TYC_1036,Creative,creative,Nove,71066
TYC_1096,Seafood,seafood-1096,Osteria Bartolini,71065
TYC_1073,Lombardian,lombardian,Il Gabbiano 1983,71064
TYC_1122,Traditional Cuisine,traditional-cuisine,Il Gabbiano 1983,71064
TYC_1101,Regional Cuisine,regional-cuisine,Oste Scuro - Finsterwirt,71063
TYC_1122,Traditional Cuisine,traditional-cuisine,Oste Scuro - Finsterwirt,71063
TYC_1085,Modern Cuisine,modern-cuisine,Lanzani Bottega & Bistrot,71062
TYC_814,Italian Contemporary,italian-contemporary,Lanzani Bottega & Bistrot,71062
TYC_1073,Lombardian,lombardian,Trattoria del Glicine,71061
TYC_1067,Italian,italian,Trattoria del Glicine,71061
TYC_1102,Country cooking,country,Andrea Monesi - Locanda di Orta,71060
TYC_1036,Creative,creative,Andrea Monesi - Locanda di Orta,71060
TYC_1036,Creative,creative,Villa Giulia,71059
TYC_6,Contemporary,contemporary,Villa Giulia,71059
TYC_1095,Piedmontese,piedmontese,Trattoria del Bivio,71058
TYC_1122,Traditional Cuisine,traditional-cuisine,Trattoria del Bivio,71058
TYC_1036,Creative,creative,Colline Ciociare,71057
TYC_1070,Cuisine from Lazio,cuisine-from-lazio,Colline Ciociare,71057
TYC_1036,Creative,creative,LoRo,71056
TYC_1103,Roman,roman,Cipasso Bistrot,71055
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Cipasso Bistrot,71055
TYC_1085,Modern Cuisine,modern-cuisine,Cascina Lautier,71054
TYC_1102,Country cooking,country,Cascina Lautier,71054
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Il Giardino delle Esperidi,71053
TYC_1156,Market Cuisine,market-cuisine,Il Giardino delle Esperidi,71053
TYC_6,Contemporary,contemporary,Osteria le Logge,71052
TYC_1109,Sicilian,sicilian,Sapio,71051
TYC_1085,Modern Cuisine,modern-cuisine,Sapio,71051
TYC_1085,Modern Cuisine,modern-cuisine,Walter Redaelli,71050
TYC_1036,Creative,creative,Aqua Crua,71049
TYC_1095,Piedmontese,piedmontese,Antinè,71048
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Sarti del Gusto,71047
TYC_1036,Creative,creative,Casa Vissani,71046
TYC_1151,Cuisine from Romagna,cuisine-from-romagna,Ristorante del Lago,71045
TYC_1085,Modern Cuisine,modern-cuisine,Ristorante del Lago,71045
TYC_1031,Classic Cuisine,classic-cuisine,Villa Baroni,71044
TYC_1030,Chinese,chinese,Kanton Restaurant,71043
TYC_1085,Modern Cuisine,modern-cuisine,Kanton Restaurant,71043
TYC_1095,Piedmontese,piedmontese,Il Moro,71042
TYC_1096,Seafood,seafood-1096,Sot'Ajarchi,71041
TYC_1080,Cuisine from the Marches,cuisine-from-the-marches,Sot'Ajarchi,71041
TYC_1096,Seafood,seafood-1096,Osteria Bartolini,71040
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Osteria Bartolini,71040
TYC_1096,Seafood,seafood-1096,Marina Grande,71039
TYC_1121,Tuscan,tuscan,Osteria del Teatro,71038
TYC_1122,Traditional Cuisine,traditional-cuisine,Osteria del Teatro,71038
TYC_1095,Piedmontese,piedmontese,Ventuno.1,71037
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Ventuno.1,71037
TYC_1121,Tuscan,tuscan,Locanda del Molino,71036
TYC_1122,Traditional Cuisine,traditional-cuisine,Locanda del Molino,71036
TYC_1085,Modern Cuisine,modern-cuisine,Maré,71035
TYC_1096,Seafood,seafood-1096,Maré,71035
TYC_1101,Regional Cuisine,regional-cuisine,Trattoria al Cacciatore - La Subida,71034
TYC_1122,Traditional Cuisine,traditional-cuisine,Trattoria al Cacciatore - La Subida,71034
TYC_1043,Emilian,emilian,Taverna del Castello,71033
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Taverna del Castello,71033
TYC_1036,Creative,creative,D'O,71032
TYC_1101,Regional Cuisine,regional-cuisine,La Torre,71031
TYC_1085,Modern Cuisine,modern-cuisine,La Torre,71031
TYC_1080,Cuisine from the Marches,cuisine-from-the-marches,Osteria Ophis,71030
TYC_1085,Modern Cuisine,modern-cuisine,Osteria Ophis,71030
TYC_1096,Seafood,seafood-1096,RistoFante,71029
TYC_1102,Country cooking,country,Anticofurlo,71028
TYC_1080,Cuisine from the Marches,cuisine-from-the-marches,Anticofurlo,71028
TYC_1023,Calabrian,calabrian,Il Carpaccio,71027
TYC_1122,Traditional Cuisine,traditional-cuisine,Il Carpaccio,71027
TYC_1145,Cuisine from Basilicata,cuisine-from-basilicata,Da Peppe,71026
TYC_1067,Italian,italian,Da Peppe,71026
TYC_1102,Country cooking,country,Casin del Gamba,71024
TYC_1085,Modern Cuisine,modern-cuisine,Casin del Gamba,71024
TYC_1096,Seafood,seafood-1096,Molteni,71023
TYC_1096,Seafood,seafood-1096,Vecio Macello,71022
TYC_1085,Modern Cuisine,modern-cuisine,Vecio Macello,71022
TYC_1085,Modern Cuisine,modern-cuisine,Fradis Minoris,71021
TYC_1105,Sardinian,sardinian,Fradis Minoris,71021
TYC_1036,Creative,creative,L'Olivo,71020
TYC_814,Italian Contemporary,italian-contemporary,L'Olivo,71020
TYC_1085,Modern Cuisine,modern-cuisine,Loewengrube,71019
TYC_1067,Italian,italian,Gimmy's,71018
TYC_1085,Modern Cuisine,modern-cuisine,Gimmy's,71018
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,La Veranda del Color,71017
TYC_1085,Modern Cuisine,modern-cuisine,La Veranda del Color,71017
TYC_1102,Country cooking,country,San Martino 26,71016
TYC_1036,Creative,creative,San Martino 26,71016
TYC_1096,Seafood,seafood-1096,La Stella Marina di Montecristo,71015
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Il Focarile,71014
TYC_1067,Italian,italian,Il Focarile,71014
TYC_1096,Seafood,seafood-1096,Il Caminetto,71013
TYC_1105,Sardinian,sardinian,Il Caminetto,71013
TYC_1085,Modern Cuisine,modern-cuisine,Osteria Taviani,71012
TYC_1121,Tuscan,tuscan,Osteria Taviani,71012
TYC_1036,Creative,creative,La Locanda del Cardinale,71011
TYC_1036,Creative,creative,La Porta Restaurant,71010
TYC_6,Contemporary,contemporary,Pescarino-Sapori di Terra e di Mare,71009
TYC_1085,Modern Cuisine,modern-cuisine,La Terrazza,71008
TYC_1036,Creative,creative,La Peca,71007
TYC_6,Contemporary,contemporary,La Peca,71007
TYC_1165,Umbrian,umbrian,Perbacco - Vini e Cucina,71006
TYC_1102,Country cooking,country,Dal Pescatore,71005
TYC_1036,Creative,creative,Dal Pescatore,71005
TYC_1145,Cuisine from Basilicata,cuisine-from-basilicata,Al Becco della Civetta,71004
TYC_1249,Alpine,alpine,SanBrite,71003
TYC_1085,Modern Cuisine,modern-cuisine,SanBrite,71003
TYC_1121,Tuscan,tuscan,Da Cecco,71002
TYC_1096,Seafood,seafood-1096,Pescheria,71001
TYC_1102,Country cooking,country,Chalet Gerard,71000
TYC_1036,Creative,creative,Chalet Gerard,71000
TYC_1072,Ligurian,ligurian,Orto by Jorg Giubbani,70999
TYC_6,Contemporary,contemporary,Orto by Jorg Giubbani,70999
TYC_6,Contemporary,contemporary,Osmosi,70998
TYC_814,Italian Contemporary,italian-contemporary,Marzapane,70997
TYC_1158,Cuisine from the Aosta Valley,cuisine-from-the-aosta-valley,Café Quinson,70996
TYC_1096,Seafood,seafood-1096,San Martino,70995
TYC_1036,Creative,creative,Acquolina,70994
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Acquolina,70994
TYC_6,Contemporary,contemporary,Soul Kitchen,70993
TYC_1121,Tuscan,tuscan,Il Falconiere,70992
TYC_6,Contemporary,contemporary,Il Falconiere,70992
TYC_1043,Emilian,emilian,Ca' d'Frara,70991
TYC_1036,Creative,creative,Pietramare Natural Food,70990
TYC_6,Contemporary,contemporary,Pietramare Natural Food,70990
TYC_1024,Campanian,campanian,La Caravella dal 1959,70989
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,La Caravella dal 1959,70989
TYC_1096,Seafood,seafood-1096,da Omar,70988
TYC_1102,Country cooking,country,Marcelin,70987
TYC_1036,Creative,creative,Marcelin,70987
TYC_1122,Traditional Cuisine,traditional-cuisine,La Torre,70986
TYC_1162,Grills,grills-1162,La Torre,70986
TYC_1161,Fusion,fusion-1161,Nobu Milano,70985
TYC_1203,Asian Contemporary,asian-contemporary,Nobu Milano,70985
TYC_1036,Creative,creative,Palazzo Petrucci,70984
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Palazzo Petrucci,70984
TYC_1121,Tuscan,tuscan,"Osteria Verciani ""il Mecenate a Lucca""",70983
TYC_1068,Japanese,japanese,J Contemporary Japanese Restaurant,70982
TYC_1085,Modern Cuisine,modern-cuisine,La Brisa,70981
TYC_1102,Country cooking,country,Atelier,70980
TYC_6,Contemporary,contemporary,Atelier,70980
TYC_1085,Modern Cuisine,modern-cuisine,Teresa,70979
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Teresa,70979
TYC_1096,Seafood,seafood-1096,Osteria La Pescatoria,70978
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Osteria La Pescatoria,70978
TYC_1031,Classic Cuisine,classic-cuisine,Hostaria Baccofurore,70977
TYC_814,Italian Contemporary,italian-contemporary,La Pajara,70976
TYC_1036,Creative,creative,Luigi Lepore,70975
TYC_1023,Calabrian,calabrian,Luigi Lepore,70975
TYC_1101,Regional Cuisine,regional-cuisine,Casa del Vino della Vallagarina,70974
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Casa del Vino della Vallagarina,70974
TYC_814,Italian Contemporary,italian-contemporary,Locanda Petreja,70973
TYC_1096,Seafood,seafood-1096,Bistrot,70972
TYC_1072,Ligurian,ligurian,Bruxaboschi,70971
TYC_1122,Traditional Cuisine,traditional-cuisine,Bruxaboschi,70971
TYC_814,Italian Contemporary,italian-contemporary,Forma,70970
TYC_1085,Modern Cuisine,modern-cuisine,L'Oste e il Sacrestano,70969
TYC_1109,Sicilian,sicilian,L'Oste e il Sacrestano,70969
TYC_1036,Creative,creative,L'Osteria H20,70968
TYC_1095,Piedmontese,piedmontese,Le Case della Saracca,70967
TYC_1067,Italian,italian,Le Case della Saracca,70967
TYC_1031,Classic Cuisine,classic-cuisine,Da Gerry,70966
TYC_1085,Modern Cuisine,modern-cuisine,Osteria Il Bagatto,70965
TYC_1101,Regional Cuisine,regional-cuisine,Gasthofstube Stafler,70964
TYC_1122,Traditional Cuisine,traditional-cuisine,Gasthofstube Stafler,70964
TYC_1096,Seafood,seafood-1096,Canneto Beach 2,70963
TYC_1085,Modern Cuisine,modern-cuisine,Chic'n Quick,70962
TYC_1096,Seafood,seafood-1096,Ruris,70961
TYC_1085,Modern Cuisine,modern-cuisine,Cucina Bacilieri,70960
TYC_6,Contemporary,contemporary,La Maison du Gourmet,70959
TYC_1096,Seafood,seafood-1096,La Meridiana,70958
TYC_1031,Classic Cuisine,classic-cuisine,La Meridiana,70958
TYC_1085,Modern Cuisine,modern-cuisine,La Magnolia,70957
TYC_1085,Modern Cuisine,modern-cuisine,Hostaria del Teatro,70956
TYC_1036,Creative,creative,Hostaria del Teatro,70956
TYC_1165,Umbrian,umbrian,L'Acquario,70955
TYC_1122,Traditional Cuisine,traditional-cuisine,L'Acquario,70955
TYC_1085,Modern Cuisine,modern-cuisine,Cortile Spirito Santo,70954
TYC_1067,Italian,italian,Cortile Spirito Santo,70954
TYC_1096,Seafood,seafood-1096,Ai Campi di Marcello,70953
TYC_6,Contemporary,contemporary,Osteria Billis,70952
TYC_1101,Regional Cuisine,regional-cuisine,Da Nando,70951
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,La Corte Antica,70950
TYC_814,Italian Contemporary,italian-contemporary,La Corte Antica,70950
TYC_1096,Seafood,seafood-1096,La Caprese,70949
TYC_1036,Creative,creative,Linfa,70948
TYC_1085,Modern Cuisine,modern-cuisine,Motelombroso,70947
TYC_1036,Creative,creative,Motelombroso,70947
TYC_1161,Fusion,fusion-1161,Manga,70946
TYC_817,Japanese Contemporary,japanese-contemporary,Manga,70946
TYC_814,Italian Contemporary,italian-contemporary,DaV  Mare,70945
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,DaV  Mare,70945
TYC_1073,Lombardian,lombardian,Trattoria Paola,70944
TYC_6,Contemporary,contemporary,Trattoria Paola,70944
TYC_1073,Lombardian,lombardian,Trattoria Via Vai,70943
TYC_1122,Traditional Cuisine,traditional-cuisine,Trattoria Via Vai,70943
TYC_1036,Creative,creative,Zash,70942
TYC_1085,Modern Cuisine,modern-cuisine,Osteria del Benedet,70941
TYC_1085,Modern Cuisine,modern-cuisine,L'Artigliere,70940
TYC_1250,Seasonal Cuisine,seasonal-cuisine,L'Artigliere,70940
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Locanda Nelli,70939
TYC_1096,Seafood,seafood-1096,Locanda Nelli,70939
TYC_1122,Traditional Cuisine,traditional-cuisine,La Sosta di Ottone III,70938
TYC_1096,Seafood,seafood-1096,Langosteria,70937
TYC_1031,Classic Cuisine,classic-cuisine,Langosteria,70937
TYC_1036,Creative,creative,La Preséf,70936
TYC_1024,Campanian,campanian,Angiolina,70935
TYC_1122,Traditional Cuisine,traditional-cuisine,Angiolina,70935
TYC_6,Contemporary,contemporary,Duo,70934
TYC_1068,Japanese,japanese,Hazama,70933
TYC_1031,Classic Cuisine,classic-cuisine,Hazama,70933
TYC_1085,Modern Cuisine,modern-cuisine,Nana Piccolo Bistrò,70932
TYC_1065,International,international,Nana Piccolo Bistrò,70932
TYC_6,Contemporary,contemporary,La Maison de Filip,70931
TYC_1085,Modern Cuisine,modern-cuisine,La Maison de Filip,70931
TYC_1109,Sicilian,sicilian,I Giardini dei Rodo,70930
TYC_1085,Modern Cuisine,modern-cuisine,I Giardini dei Rodo,70930
TYC_1103,Roman,roman,Hosteria Grappolo d'Oro,70929
TYC_1122,Traditional Cuisine,traditional-cuisine,Hosteria Grappolo d'Oro,70929
TYC_6,Contemporary,contemporary,Re Santi e Leoni,70928
TYC_1096,Seafood,seafood-1096,Re Santi e Leoni,70928
TYC_6,Contemporary,contemporary,Punto G,70927
TYC_1102,Country cooking,country,Casa Buono,70926
TYC_1036,Creative,creative,Casa Buono,70926
TYC_814,Italian Contemporary,italian-contemporary,Rear Restaurant,70925
TYC_1085,Modern Cuisine,modern-cuisine,Le Beccherie,70924
TYC_1102,Country cooking,country,Le Beccherie,70924
TYC_1031,Classic Cuisine,classic-cuisine,Coeur de Bois,70923
TYC_1158,Cuisine from the Aosta Valley,cuisine-from-the-aosta-valley,Coeur de Bois,70923
TYC_1121,Tuscan,tuscan,Taverna da Ciacco,70922
TYC_1122,Traditional Cuisine,traditional-cuisine,Taverna da Ciacco,70922
TYC_1085,Modern Cuisine,modern-cuisine,Gusto by Sadler,70921
TYC_1152,Apulian,apulian,Cibus,70920
TYC_1102,Country cooking,country,Cibus,70920
TYC_1101,Regional Cuisine,regional-cuisine,Al Monastero,70919
TYC_1096,Seafood,seafood-1096,Lu Pisantinu,70918
TYC_1031,Classic Cuisine,classic-cuisine,Lu Pisantinu,70918
TYC_1096,Seafood,seafood-1096,Antica Trattoria Centro,70917
TYC_1031,Classic Cuisine,classic-cuisine,Antica Trattoria Centro,70917
TYC_814,Italian Contemporary,italian-contemporary,Mec Restaurant,70916
TYC_1036,Creative,creative,Bottega Culinaria,70915
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Bottega Culinaria,70915
TYC_1102,Country cooking,country,Augurio,70914
TYC_6,Contemporary,contemporary,Augurio,70914
TYC_6,Contemporary,contemporary,Bebop,70913
TYC_6,Contemporary,contemporary,Hosteria Toblino,70912
TYC_1102,Country cooking,country,Hosteria Toblino,70912
TYC_814,Italian Contemporary,italian-contemporary,Il Palagio,70911
TYC_6,Contemporary,contemporary,IT Milano,70910
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,IT Milano,70910
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Carlo Magno,70909
TYC_1067,Italian,italian,Carlo Magno,70909
TYC_6,Contemporary,contemporary,Modì,70908
TYC_1109,Sicilian,sicilian,Modì,70908
TYC_1095,Piedmontese,piedmontese,Antiche Sere,70907
TYC_1031,Classic Cuisine,classic-cuisine,Antiche Sere,70907
TYC_1031,Classic Cuisine,classic-cuisine,Ristorante Mas-cì,70906
TYC_1067,Italian,italian,Ristorante Mas-cì,70906
TYC_1096,Seafood,seafood-1096,Galileo,70905
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Mirko's,70904
TYC_1096,Seafood,seafood-1096,Mirko's,70904
TYC_1095,Piedmontese,piedmontese,Villa Tiboldi,70903
TYC_6,Contemporary,contemporary,Villa Tiboldi,70903
TYC_1085,Modern Cuisine,modern-cuisine,Alle Codole,70902
TYC_1102,Country cooking,country,Alle Codole,70902
TYC_1122,Traditional Cuisine,traditional-cuisine,Stria,70901
TYC_1023,Calabrian,calabrian,La Tavernetta,70900
TYC_1085,Modern Cuisine,modern-cuisine,La Tavernetta,70900
TYC_1101,Regional Cuisine,regional-cuisine,Vögele,70899
TYC_1122,Traditional Cuisine,traditional-cuisine,Vögele,70899
TYC_1085,Modern Cuisine,modern-cuisine,Al Carroponte,70898
TYC_1085,Modern Cuisine,modern-cuisine,Il Saraceno,70897
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Il Saraceno,70897
TYC_1085,Modern Cuisine,modern-cuisine,Storie d'Amore,70896
TYC_1067,Italian,italian,Macelleria Motta,70895
TYC_1128,Meats and Grills,meats-and-grills,Macelleria Motta,70895
TYC_1024,Campanian,campanian,La Pignata,70894
TYC_1122,Traditional Cuisine,traditional-cuisine,La Pignata,70894
TYC_1096,Seafood,seafood-1096,Al Tuguri,70893
TYC_1154,Friulian,friulian,Ai Cacciatori,70891
TYC_1122,Traditional Cuisine,traditional-cuisine,Ai Cacciatori,70891
TYC_1085,Modern Cuisine,modern-cuisine,Frosio,70890
TYC_1121,Tuscan,tuscan,Antica Fattoria del Grottaione,70889
TYC_1031,Classic Cuisine,classic-cuisine,La Ciotola,70888
TYC_1250,Seasonal Cuisine,seasonal-cuisine,La Ciotola,70888
TYC_1036,Creative,creative,Felix Lo Basso home & restaurant,70887
TYC_1085,Modern Cuisine,modern-cuisine,La Fortuna,70886
TYC_1067,Italian,italian,La Fortuna,70886
TYC_1067,Italian,italian,Secondo Tempo,70885
TYC_1085,Modern Cuisine,modern-cuisine,Secondo Tempo,70885
TYC_814,Italian Contemporary,italian-contemporary,Aqua,70884
TYC_1085,Modern Cuisine,modern-cuisine,San Giorgio,70883
TYC_1085,Modern Cuisine,modern-cuisine,Il Ritrovo d'Abruzzo,70882
TYC_1102,Country cooking,country,Il Ritrovo d'Abruzzo,70882
TYC_1000,Cuisine from Abruzzo,cuisine-from-abruzzo,Zunica 1880,70881
TYC_1085,Modern Cuisine,modern-cuisine,Zunica 1880,70881
TYC_1096,Seafood,seafood-1096,La Capanna di Eraclio,70880
TYC_1095,Piedmontese,piedmontese,San Marco,70879
TYC_1031,Classic Cuisine,classic-cuisine,San Marco,70879
TYC_1036,Creative,creative,Stüa dla Lâ,70878
TYC_1031,Classic Cuisine,classic-cuisine,Aubergine,70877
TYC_1067,Italian,italian,Aubergine,70877
TYC_1043,Emilian,emilian,Locanda Stella d'Oro,70876
TYC_1096,Seafood,seafood-1096,La Zanzara,70875
TYC_1127,Venetian,venetian,Alla Pasina,70874
TYC_1085,Modern Cuisine,modern-cuisine,Alla Pasina,70874
TYC_1102,Country cooking,country,Osteria Al GiGianca,70873
TYC_1024,Campanian,campanian,Le Colonne,70872
TYC_1036,Creative,creative,Le Colonne,70872
TYC_1085,Modern Cuisine,modern-cuisine,SottoSopra,70871
TYC_1031,Classic Cuisine,classic-cuisine,Trattoria da Zamboni,70870
TYC_814,Italian Contemporary,italian-contemporary,Trattoria da Zamboni,70870
TYC_1000,Cuisine from Abruzzo,cuisine-from-abruzzo,L'Angolo d'Abruzzo,70869
TYC_1122,Traditional Cuisine,traditional-cuisine,L'Angolo d'Abruzzo,70869
TYC_1095,Piedmontese,piedmontese,Cacciatori,70868
TYC_1102,Country cooking,country,Locanda dei Cantù,70867
TYC_1079,Mantuan,mantuan,Hostaria Viola,70866
TYC_1073,Lombardian,lombardian,Hostaria Viola,70866
TYC_1085,Modern Cuisine,modern-cuisine,Arca,70865
TYC_1043,Emilian,emilian,Il Ristorantino - Da Dino,70864
TYC_1122,Traditional Cuisine,traditional-cuisine,Il Ristorantino - Da Dino,70864
TYC_1085,Modern Cuisine,modern-cuisine,Navedano,70863
TYC_814,Italian Contemporary,italian-contemporary,Navedano,70863
TYC_1095,Piedmontese,piedmontese,Lalibera,70862
TYC_1122,Traditional Cuisine,traditional-cuisine,Lalibera,70862
TYC_1109,Sicilian,sicilian,Me Cumpari Turiddu,70861
TYC_1095,Piedmontese,piedmontese,Osteria Cascina dei Fiori,70860
TYC_1122,Traditional Cuisine,traditional-cuisine,Osteria Cascina dei Fiori,70860
TYC_1024,Campanian,campanian,Pascalucci,70859
TYC_1096,Seafood,seafood-1096,Pascalucci,70859
TYC_1096,Seafood,seafood-1096,Antica Osteria Cera,70858
TYC_1085,Modern Cuisine,modern-cuisine,Antica Osteria Cera,70858
TYC_1095,Piedmontese,piedmontese,La Nicchia,70857
TYC_1085,Modern Cuisine,modern-cuisine,La Nicchia,70857
TYC_1036,Creative,creative,Oseleta,70856
TYC_6,Contemporary,contemporary,Oseleta,70856
TYC_1096,Seafood,seafood-1096,Il Baretto,70855
TYC_1031,Classic Cuisine,classic-cuisine,Il Baretto,70855
TYC_1096,Seafood,seafood-1096,Ai Do Campanili,70854
TYC_1067,Italian,italian,Bistrot La Perla,70853
TYC_1031,Classic Cuisine,classic-cuisine,Bistrot La Perla,70853
TYC_1085,Modern Cuisine,modern-cuisine,Unterwirt,70852
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Unterwirt,70852
TYC_1125,Cuisine from Valtellina,cuisine-from-valtellina,Crotasc,70851
TYC_1085,Modern Cuisine,modern-cuisine,Crotasc,70851
TYC_1072,Ligurian,ligurian,Babette,70850
TYC_1031,Classic Cuisine,classic-cuisine,Locanda dell'Arcimboldo,70849
TYC_1096,Seafood,seafood-1096,Locanda dell'Arcimboldo,70849
TYC_1085,Modern Cuisine,modern-cuisine,Osteria dai Coghi,70848
TYC_1156,Market Cuisine,market-cuisine,Osteria dai Coghi,70848
TYC_1102,Country cooking,country,Trattoria al Parco,70847
TYC_1162,Grills,grills-1162,Trattoria al Parco,70847
TYC_1031,Classic Cuisine,classic-cuisine,Paolo Teverini,70846
TYC_1158,Cuisine from the Aosta Valley,cuisine-from-the-aosta-valley,La Luge,70845
TYC_1067,Italian,italian,La Luge,70845
TYC_1085,Modern Cuisine,modern-cuisine,Da Gorini,70844
TYC_1151,Cuisine from Romagna,cuisine-from-romagna,Da Gorini,70844
TYC_1105,Sardinian,sardinian,Baga Baga,70843
TYC_1024,Campanian,campanian,Le Monzù,70842
TYC_1036,Creative,creative,Le Monzù,70842
TYC_1043,Emilian,emilian,Al Cambio,70841
TYC_1085,Modern Cuisine,modern-cuisine,White,70840
TYC_1121,Tuscan,tuscan,Il Tirabusciò,70839
TYC_1085,Modern Cuisine,modern-cuisine,"Osteria del Mare già il ""Votapentole""",70838
TYC_1031,Classic Cuisine,classic-cuisine,Tenuta del Gallo,70837
TYC_1067,Italian,italian,Tenuta del Gallo,70837
TYC_1085,Modern Cuisine,modern-cuisine,Antica Osteria dei Camelì,70836
TYC_1096,Seafood,seafood-1096,La Buca,70835
TYC_1096,Seafood,seafood-1096,Il Pescatore,70834
TYC_1105,Sardinian,sardinian,Il Pescatore,70834
TYC_1101,Regional Cuisine,regional-cuisine,Agritur El Mas,70833
TYC_1249,Alpine,alpine,Agritur El Mas,70833
TYC_1085,Modern Cuisine,modern-cuisine,Parco Gambrinus,70832
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Parco Gambrinus,70832
TYC_1158,Cuisine from the Aosta Valley,cuisine-from-the-aosta-valley,Vecchio Ristoro,70831
TYC_1065,International,international,Vecchio Ristoro,70831
TYC_1096,Seafood,seafood-1096,Lord Nelson,70830
TYC_1031,Classic Cuisine,classic-cuisine,Lord Nelson,70830
TYC_1109,Sicilian,sicilian,Locanda Gulfi,70829
TYC_1072,Ligurian,ligurian,Da Felice,70828
TYC_1096,Seafood,seafood-1096,Da Felice,70828
TYC_1121,Tuscan,tuscan,Trattoria Toscana al Vecchio Forno,70827
TYC_1122,Traditional Cuisine,traditional-cuisine,Trattoria Toscana al Vecchio Forno,70827
TYC_1031,Classic Cuisine,classic-cuisine,I Carracci,70826
TYC_1085,Modern Cuisine,modern-cuisine,La Bul,70825
TYC_1096,Seafood,seafood-1096,Trattoria la Colonna,70824
TYC_1101,Regional Cuisine,regional-cuisine,Zur Rose,70823
TYC_1031,Classic Cuisine,classic-cuisine,Zur Rose,70823
TYC_1102,Country cooking,country,CâMì,70822
TYC_1085,Modern Cuisine,modern-cuisine,CâMì,70822
TYC_1096,Seafood,seafood-1096,Pantagruele,70821
TYC_1085,Modern Cuisine,modern-cuisine,Da Vittorio,70820
TYC_1121,Tuscan,tuscan,La Bottega del 30,70819
TYC_1122,Traditional Cuisine,traditional-cuisine,La Bottega del 30,70819
TYC_1085,Modern Cuisine,modern-cuisine,Matteo Ristorante,70818
TYC_1043,Emilian,emilian,Trattoria da Probo,70817
TYC_1031,Classic Cuisine,classic-cuisine,Trattoria da Probo,70817
TYC_1085,Modern Cuisine,modern-cuisine,Fourghetti,70816
TYC_1073,Lombardian,lombardian,La Madia,70815
TYC_1085,Modern Cuisine,modern-cuisine,Il Turacciolo,70814
TYC_1152,Apulian,apulian,Il Turacciolo,70814
TYC_1095,Piedmontese,piedmontese,Antica Corona Reale,70813
TYC_1085,Modern Cuisine,modern-cuisine,Antica Corona Reale,70813
TYC_1031,Classic Cuisine,classic-cuisine,El Camineto,70812
TYC_1067,Italian,italian,El Camineto,70812
TYC_1085,Modern Cuisine,modern-cuisine,Tivoli,70811
TYC_1067,Italian,italian,Tivoli,70811
TYC_1096,Seafood,seafood-1096,La Porta Antica,70810
TYC_6,Contemporary,contemporary,La Porta Antica,70810
TYC_814,Italian Contemporary,italian-contemporary,Due Spade,70809
TYC_1102,Country cooking,country,Antica Trattoria Giovanelli,70808
TYC_1102,Country cooking,country,La Parolina,70807
TYC_1085,Modern Cuisine,modern-cuisine,La Parolina,70807
TYC_1023,Calabrian,calabrian,Barbieri,70806
TYC_1122,Traditional Cuisine,traditional-cuisine,Barbieri,70806
TYC_1085,Modern Cuisine,modern-cuisine,Il Parco di Villa Grey,70805
TYC_1096,Seafood,seafood-1096,Antica Osteria del Mare,70804
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Antica Osteria del Mare,70804
